Step,Overall_Compliance,Incentive_Budget_Remaining,Enforcement_Budget_Set,Education_Budget_Set,P_Catch_Set,Edu_Boost_Set,Poblacion Bacolod_Compliance,Liangan East_Compliance,Esperanza_Compliance,Binuni_Compliance,Demologan_Compliance,Mati_Compliance,Babalaya_Compliance
353,0.152,0.0,0,0,0.0,0.0,0.14285714285714285,0.1958041958041958,0.21666666666666667,0.13385826771653545,0.12195121951219512,0.0,0.02702702702702703
354,0.145,0.0,0,0,0.0,0.0,0.1313364055299539,0.21678321678321677,0.19444444444444445,0.15748031496062992,0.04878048780487805,0.0,0.0
355,0.127,0.0,0,0,0.0,0.0,0.1175115207373272,0.16783216783216784,0.2,0.11811023622047244,0.024390243902439025,0.0,0.0
356,0.153,0.0,0,0,0.0,0.0,0.15207373271889402,0.15384615384615385,0.2111111111111111,0.15748031496062992,0.14634146341463414,0.02631578947368421,0.0
357,0.142,0.0,0,0,0.0,0.0,0.1175115207373272,0.1958041958041958,0.25555555555555554,0.09448818897637795,0.12195121951219512,0.0,0.0
358,0.147,0.0,0,0,0.0,0.0,0.14516129032258066,0.18181818181818182,0.18333333333333332,0.1889763779527559,0.024390243902439025,0.0,0.0
359,0.152,0.0,0,0,0.0,0.0,0.1175115207373272,0.1888111888111888,0.26666666666666666,0.15748031496062992,0.14634146341463414,0.0,0.0
360,0.132,0.0,0,0,0.0,0.0,0.14746543778801843,0.15384615384615385,0.1388888888888889,0.10236220472440945,0.14634146341463414,0.02631578947368421,0.02702702702702703
361,0.152,0.0,0,0,0.0,0.0,0.14055299539170507,0.20279720279720279,0.2,0.15748031496062992,0.12195121951219512,0.0,0.02702702702702703
362,0.158,0.0,0,0,0.0,0.0,0.14516129032258066,0.20279720279720279,0.22777777777777777,0.16535433070866143,0.0975609756097561,0.0,0.0
363,0.136,0.0,0,0,0.0,0.0,0.14055299539170507,0.1258741258741259,0.18888888888888888,0.16535433070866143,0.04878048780487805,0.0,0.0
364,0.147,0.0,0,0,0.0,0.0,0.14516129032258066,0.15384615384615385,0.25,0.11811023622047244,0.04878048780487805,0.0,0.0
365,0.154,0.0,0,0,0.0,0.0,0.1382488479262673,0.16083916083916083,0.25555555555555554,0.1889763779527559,0.024390243902439025,0.0,0.0
